12345,äman Sultän,Non-Syed,11/23/2018,Male,Karachi,Pakistan,FRN
12346,äun äli Rizvi,Syed,11/23/2002,Male,Karachi,Pakistan,FRN
12347,Noor äli,Non-Syed,11/23/2013,Male,Karachi,Pakistan,FRN
12348,Hässan Näveed,Non-Syed,11/23/2014,Male,Karachi,Pakistan,FRN
12349,ämir Hussäin,Non-Syed,11/23/2015,Male,Karachi,Pakistan,FRN
12350,Farhad ,Syed,11/24/2015,Male,Karachi,Pakistan,FRN
12351,Javad,Non-Syed,11/25/2015,Male,Karachi,Pakistan,FRN
12352,Aribä,Non-Syed,11/26/2015,Female,Karachi,Pakistan,FRN
12353,Arslän,Non-Syed,11/27/2015,Male,Karachi,Pakistan,FRN
12354,Hamzä,Syed,11/28/2015,Male,Karachi,Pakistan,FRN
12355,Shero.,Non-Syed,11/29/2015,Male,Karachi,Pakistan,FRN
12356,Shabäz,Non-Syed,11/30/2015,Male,Karachi,Pakistan,FRN
12357,Affän,Syed,12/1/2015,Male,Karachi,Pakistan,FRN
12358,Ovais,Non-Syed,12/2/2015,Male,Karachi,Pakistan,FRN
12359,Wajahat,Syed,12/3/2015,Male,Karachi,Pakistan,FRN
12360,Abde Ali,Non-Syed,12/4/2015,Male,Karachi,Pakistan,FRN
12361,Ali Naqi,Non-Syed,12/5/2015,Male,Karachi,Pakistan,FRN
12362,Jawad,Syed,12/6/2015,Male,Karachi,Pakistan,FRN
12363,Hackle,Non-Syed,12/7/2015,Male,Karachi,Pakistan,FRN
12364,Jäckle,Syed,12/8/2015,Male,Karachi,Pakistan,FRN
12365,Oussama,Non-Syed,12/9/2015,Male,Karachi,Pakistan,FRN
12366,La mode des routes,Syed,12/10/2015,Male,Karachi,Pakistan,FRN
12367,Shehr Bano,Non-Syed,12/11/2015,Female,Karachi,Pakistan,FRN
12368,Fariha,Non-Syed,12/12/2015,Female,Karachi,Pakistan,FRN
12369,Aider,Syed,12/13/2015,Female,Karachi,Pakistan,FRN
12370,Radeau,Syed,12/14/2015,Female,Karachi,Pakistan,FRN
12371,Saima,Syed,12/15/2015,Female,Karachi,Pakistan,FRN
12372,Rimsha,Non-Syed,12/16/2015,Female,Karachi,Pakistan,FRN
12373,Zainab,Syed,12/17/2015,Female,Karachi,Pakistan,FRN
12374,Urooj,Syed,12/18/2015,Female,Karachi,Pakistan,FRN
12375,Jabbar,Non-Syed,12/19/2015,Male,Karachi,Pakistan,FRN
